鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東港鎮,房地(土地+建物),屏東縣東港鎮興東路,136.69,住,Unnamed: 5,Unnamed: 6,1120512,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,192.32,4,2,4.1,有,無,16610000,86366,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLRKNHIGFDT07CB,長居(六期),A棟1號,Unnamed: 30,來源資料夾,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉麟義段1397地號,45.57,1120811,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),112.16,2.1,1,8660000,83120,一樓平面,18.2,850000,RPQNMLMKQHIGFAT66CB,新義城,G棟1號
長治鄉,房地(土地+建物)+車位,屏東縣長治鄉香楊路,32.8,,一般農業區,甲種建築用地,1120407.0,土地1建物1車位1,二層,6.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,98.53,2.0,2.0,1.0,有,無,6400000.0,64399.0,一樓平面,16.23,1100000.0,,RPPNMLLKMHIGFAT68CB,陽光5,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市古松巷,22.48,,鄉村區,乙種建築用地,1120321.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.58,3.0,2.0,2.0,有,無,7900000.0,77803.0,坡道平面,13.75,1300000.0,,RPQNMLLKMHIGFAT78CB,屏東印象,E1棟04F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市瑞中街瑞華街口I3棟1樓,16.37,住,,,1120407.0,土地4建物1車位0,一層,5.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,51.62,0.0,0.0,0.0,無,無,5740000.0,111197.0,,0.0,0.0,,RPSNMLLKMHIGFAT98CB,甲山林花園帝寶,I棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,27.33,住,,,1120327.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.18,2.0,2.0,2.0,有,無,6800000.0,75937.0,一樓平面,11.41,1350000.0,,RPTNMLLKMHIGFAT09CB,小倆口8期,B5棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,36.56,住,,,1120330.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.43,3.0,2.0,2.0,有,無,8580000.0,75297.0,一樓平面,11.41,1350000.0,,RPUNMLLKMHIGFAT56CB,小倆口8期,B3棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬丹鄉,房地(土地+建物)+車位,屏東縣萬丹鄉萬新路1409巷,29.45,住,,,1120326.0,土地1建物1車位1,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.15,3.0,2.0,2.0,有,無,6050000.0,61677.0,一樓平面,12.65,900000.0,,RPPNMLMKMHIGFAT78CB,皇家旺市-3期,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,91.32,住,,,1120408.0,土地6建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,145.68,5.0,2.0,4.0,有,無,9380000.0,64388.0,一樓平面,0.0,500000.0,,RPPNMLNKMHIGFAT88CB,都星領袖NO.2,A棟21號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潮州鎮,房地(土地+建物),屏東縣潮州鎮蓬萊里江山路,24.84,,鄉村區,乙種建築用地,1120309.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,67.81,2.0,2.0,2.0,有,無,4258000.0,62793.0,,0.0,0.0,,RPPNMLNKMHIGFCT09CB,蓬萊一品,A棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物)+車位,屏東縣東港鎮三和三路,25.41,,鄉村區,乙種建築用地,1120317.0,土地1建物1車位1,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.04,2.0,1.0,2.0,有,無,5400000.0,52920.0,,0.0,800000.0,,RPPNMLOKMHIGFDT66CB,欣天匯,B2棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物)+車位,屏東縣東港鎮三和三路,25.82,,鄉村區,乙種建築用地,1120321.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.44,2.0,1.0,2.0,有,無,5430000.0,52494.0,,0.0,800000.0,,RPQNMLOKMHIGFDT76CB,欣天匯,B3棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物)+車位,屏東縣東港鎮三和三路,40.87,,鄉村區,乙種建築用地,1120328.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,151.06,3.0,2.0,2.0,有,無,7880000.0,52165.0,,0.0,800000.0,,RPRNMLOKMHIGFDT86CB,欣天匯,B6棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市瑞中街瑞華街口G17棟3樓,26.49,住,,,1120414.0,土地4建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,83.5,2.0,2.0,1.0,有,無,7420000.0,88862.0,,0.0,0.0,,RPQNMLRKMHIGFAT76CB,甲山林花園帝寶,G棟17號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市公正四街,20.2,住,,,1120415.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.93,2.0,2.0,1.0,有,無,7880000.0,81902.0,坡道平面,29.59,1300000.0,,RPQNMLSKMHIGFAT86CB,閱山,2棟B2-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,91.32,住,,,1120417.0,土地6建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,145.68,5.0,2.0,4.0,有,無,9380000.0,64388.0,一樓平面,0.0,500000.0,,RPPNMLTKMHIGFAT86CB,都星領袖NO.2,A棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,101.36,住,,,1120416.0,土地6建物1車位1,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,169.04,5.0,2.0,3.0,有,無,10880000.0,64363.0,一樓平面,0.0,500000.0,,RPQNMLTKMHIGFAT96CB,都星領袖NO.2,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,101.36,住,,,1120416.0,土地6建物1車位1,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,169.04,5.0,2.0,3.0,有,無,10880000.0,64363.0,一樓平面,0.0,500000.0,,RPRNMLTKMHIGFAT07CB,都星領袖NO.2,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,101.36,住,,,1120415.0,土地6建物1車位1,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,169.04,5.0,2.0,3.0,有,無,10880000.0,64363.0,一樓平面,0.0,500000.0,,RPSNMLTKMHIGFAT17CB,都星領袖NO.2,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣屏東市光復街121巷1號對面,101.36,住,,,1120413.0,土地6建物1車位1,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,169.04,5.0,2.0,3.0,有,無,10880000.0,64363.0,一樓平面,0.0,500000.0,,RPTNMLTKMHIGFAT27CB,都星領袖NO.2,B棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,121.59,住,,,1120326.0,土地7建物1車位1,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,179.15,5.0,2.0,3.0,有,無,11180000.0,62406.0,一樓平面,0.0,500000.0,,RPUNMLTKMHIGFAT37CB,都星領袖NO.2,B棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內埔鄉,房地(土地+建物),屏東縣內埔鄉光明路292巷,89.54,住,,,1120410.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,168.94,5.0,2.0,4.0,有,無,13800000.0,81686.0,,0.0,0.0,,RPPNMLTKMHIGFCT07CB,皇家欣天地3期 森鄰,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內埔鄉,房地(土地+建物),屏東縣內埔鄉光明路292巷,90.0,住,,,1120414.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,168.94,5.0,2.0,4.0,有,無,13800000.0,81686.0,,0.0,0.0,,RPQNMLTKMHIGFCT17CB,皇家欣天地3期 森鄰,A棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內埔鄉,房地(土地+建物),屏東縣內埔鄉光明路292巷,90.0,住,,,1120414.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,168.94,5.0,2.0,4.0,有,無,13800000.0,81686.0,,0.0,0.0,,RPRNMLTKMHIGFCT27CB,皇家欣天地3期 森鄰,A棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬丹鄉,房地(土地+建物)+車位,屏東縣萬丹鄉萬丹路二段470號旁,25.15,,鄉村區,乙種建築用地,1120408.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.15,3.0,2.0,2.0,有,無,7100000.0,62241.0,坡道平面,13.75,1100000.0,,RPPNMLLLMHIGFAT78CB,萬丹印象,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬丹鄉,房地(土地+建物)+車位,屏東縣萬丹鄉萬丹路二段470號旁,29.92,,鄉村區,乙種建築用地,1120414.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.41,3.0,2.0,2.0,有,無,8040000.0,60527.0,坡道平面,13.75,1100000.0,,RPQNMLLLMHIGFAT88CB,萬丹印象,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬丹鄉,房地(土地+建物)+車位,屏東縣萬丹鄉萬丹路二段470號旁,23.12,,鄉村區,乙種建築用地,1120417.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.35,3.0,2.0,2.0,有,無,6730000.0,63544.0,坡道平面,13.75,1100000.0,,RPSNMLLLMHIGFAT09CB,萬丹印象,H棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬丹鄉,房地(土地+建物)+車位,屏東縣萬丹鄉萬丹路二段470號旁,21.83,,鄉村區,乙種建築用地,1120416.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.43,3.0,2.0,2.0,有,無,6180000.0,60707.0,坡道平面,13.75,1100000.0,,RPTNMLLLMHIGFAT56CB,萬丹印象,G棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長治鄉,房地(土地+建物)+車位,屏東縣長治鄉香楊路,29.08,,一般農業區,甲種建築用地,1120414.0,土地1建物1車位1,四層,6.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,89.19,2.0,2.0,1.0,有,無,5930000.0,64830.0,一樓平面,16.23,1200000.0,,RPPNMLPLMHIGFAT56CB,陽光5,A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,35.27,住,,,1120408.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.01,3.0,2.0,2.0,有,無,8430000.0,76134.0,一樓平面,11.41,1380000.0,,RPPNMLQLMHIGFAT66CB,小倆口8期,F5棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,33.55,住,,,1120408.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.52,3.0,2.0,2.0,有,無,8130000.0,76949.0,一樓平面,11.41,1350000.0,,RPQNMLQLMHIGFAT76CB,小倆口8期,F3棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,27.33,住,,,1120410.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.18,2.0,2.0,2.0,有,無,6900000.0,76912.0,一樓平面,11.41,1380000.0,,RPRNMLQLMHIGFAT86CB,小倆口8期,B5棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉麟義段1397地號,53.18,住,,,1120412.0,土地3建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.81,3.0,2.0,2.0,有,無,8500000.0,67336.0,一樓平面,18.2,850000.0,,RPSNMLQLMHIGFAT96CB,新義城,G棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉麟義段1397地號,40.49,住,,,1120411.0,土地3建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.38,2.0,2.0,1.0,有,無,6800000.0,73785.0,一樓平面,16.74,850000.0,,RPUNMLQLMHIGFAT17CB,新義城,G棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物)+車位,屏東縣東港鎮興東路,34.75,住,,,1120420.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,112.76,3.0,2.0,2.0,有,無,6800000.0,60305.0,,0.0,550000.0,,RPPNMLSLMHIGFDT17CB,波麗市,F1棟8樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物)+車位,屏東縣東港鎮興東路,26.32,住,,,1120420.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,87.99,2.0,2.0,2.0,有,無,5400000.0,61371.0,,0.0,500000.0,,RPQNMLSLMHIGFDT27CB,波麗市,F2棟8樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物),屏東縣東港鎮延平路,16.5,商,,,1120427.0,土地6建物1車位0,七層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,71.38,2.0,2.0,2.0,有,無,5250000.0,73550.0,,0.0,0.0,重測前地號:東港段0149、0149-0003、0149-0006、0149-0007、0151、0151-0001,RPRNMLSLMHIGFDT37CB,東港ONE,B3棟7樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新園鄉,房地(土地+建物),屏東縣新園鄉中正路,19.43,住,,,1120425.0,土地2建物1車位0,六層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,72.32,2.0,2.0,1.0,有,無,4600000.0,63606.0,,0.0,0.0,,RPPNMLMJNHIGFDT09CB,皇家海悅,D3棟6樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新園鄉,房地(土地+建物)+車位,屏東縣新園鄉中正路,27.27,住,,,1120415.0,土地2建物1車位1,7樓,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,115.16,3.0,2.0,2.0,有,無,8500000.0,73810.0,,0.0,1100000.0,,RPQNMLMJNHIGFDT56CB,皇家海悅,D1棟7樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,27.01,住,,,1120418.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.36,2.0,2.0,2.0,有,無,6690000.0,75264.0,一樓平面,11.41,1350000.0,,RPPNMLMJNHIGFAT78CB,小倆口8期,A2棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,27.01,住,,,1120421.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.36,2.0,2.0,2.0,有,無,6700000.0,74982.0,一樓平面,11.41,1380000.0,,RPQNMLMJNHIGFAT88CB,小倆口8期,A2棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,27.36,住,,,1120415.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.28,2.0,2.0,2.0,有,無,6770000.0,75414.0,一樓平面,11.41,1350000.0,,RPRNMLMJNHIGFAT98CB,小倆口8期,A1棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,29.43,住,,,1120426.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.7,2.0,2.0,2.0,有,無,7270000.0,76595.0,一樓平面,11.41,1350000.0,,RPSNMLMJNHIGFAT09CB,小倆口8期,F1棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恆春鎮,房地(土地+建物),屏東縣恆春鎮湖內路3巷3弄,74.01,其他,,,1120412.0,土地3建物1車位0,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,97.93,3.0,2.0,2.0,有,無,7000000.0,71480.0,,0.0,0.0,,RPTNMLMJNHIGFET96CB,皇品大苑2期,A5棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恆春鎮,房地(土地+建物),屏東縣恆春鎮湖內路3巷3弄,74.01,其他,,,1120414.0,土地3建物1車位0,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,98.82,3.0,2.0,2.0,有,無,7080000.0,71645.0,,0.0,0.0,,RPUNMLMJNHIGFET07CB,皇品大苑2期,A3棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恆春鎮,房地(土地+建物),屏東縣恆春鎮湖內路3巷3弄,74.01,其他,,,1120414.0,土地3建物1車位0,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,88.94,3.0,2.0,2.0,有,無,6900000.0,77580.0,,0.0,0.0,,RPVNMLMJNHIGFET17CB,皇品大苑2期,A1棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恆春鎮,房地(土地+建物),屏東縣恆春鎮湖內路3巷3弄,90.04,住,,,1120414.0,土地2建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,165.04,5.0,2.0,5.0,有,無,14600000.0,88463.0,,0.0,0.0,,RPQNMLNJNHIGFET76CB,皇品大苑2期,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恆春鎮,房地(土地+建物),屏東縣恆春鎮湖內路3巷3弄,90.19,住,,,1120426.0,土地2建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,164.74,5.0,2.0,5.0,有,無,14680000.0,89110.0,,0.0,0.0,,RPRNMLNJNHIGFET86CB,皇品大苑2期,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,27.39,住,,,1120430.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.35,2.0,2.0,2.0,有,無,6850000.0,76453.0,一樓平面,11.41,1350000.0,,RPQNMLNJNHIGFAT98CB,小倆口8期,D2棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷1號對面,101.36,住,,,1120428.0,土地6建物1車位1,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,169.04,4.0,2.0,3.0,有,無,10880000.0,64363.0,一樓平面,0.0,500000.0,,RPSNMLNJNHIGFAT56CB,都星領袖NO.2,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷光復街1號對面,91.32,住,,,1120416.0,土地6建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,145.68,4.0,2.0,4.0,有,無,9580000.0,65761.0,一樓平面,0.0,500000.0,,RPTNMLNJNHIGFAT66CB,都星領袖NO.2,A棟15號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九如鄉,房地(土地+建物)+車位,屏東縣九如鄉光復街121巷光復街1號對面,91.32,住,,,1120430.0,土地6建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,145.68,4.0,2.0,4.0,有,無,9580000.0,65761.0,一樓平面,0.0,500000.0,,RPUNMLNJNHIGFAT76CB,都星領袖NO.2,A棟18號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東港鎮,房地(土地+建物),屏東縣東港鎮興東路,137.65,住,,,1120424.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,182.33,5.0,2.0,4.0,有,無,16160000.0,88631.0,,0.0,0.0,,RPPNMLNJNHIGFDT56CB,長居(六期),B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉國小巷,57.01,住,,,1120416.0,土地3建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,138.36,4.0,2.0,3.0,有,無,9600000.0,69384.0,一樓平面,0.0,0.0,,RPPNMLOJNHIGFAT98CB,名漾,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麟洛鄉,房地(土地+建物),屏東縣麟洛鄉國小巷,59.13,住,,,1120423.0,土地3建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,117.61,3.0,2.0,3.0,有,無,8960000.0,76184.0,,0.0,0.0,,RPQNMLOJNHIGFAT09CB,名漾,F棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物)+車位,屏東縣屏東市古松巷,21.79,,鄉村區,乙種建築用地,1120428.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.01,3.0,2.0,2.0,有,無,7800000.0,79018.0,坡道平面,13.75,1300000.0,,RPRNMLOJNHIGFAT56CB,屏東印象,B2棟07F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市清溪段800地號,452.33,,一般農業區,丁種建築用地,1120407.0,土地6建物1車位0,一層,1.0,廠辦,見其他登記事項,見其他登記事項,,166.18,1.0,1.0,1.0,有,無,22160000.0,133349.0,,0.0,0.0,,RPQNMLOJNHIGFAT56DB,大成工業城,A1棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市清溪段800-4地號,324.64,,一般農業區,丁種建築用地,1120410.0,土地6建物1車位0,一層,1.0,廠辦,見其他登記事項,見其他登記事項,,166.18,1.0,1.0,1.0,有,無,15712480.0,94551.0,,0.0,0.0,,RPSNMLOJNHIGFAT76DB,大成工業城,A2棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
